,text,value
0,1569619213216195,0.3211194713055142
1,candidato,0.3211194713055142
2,com,0.3211194713055142
3,conferencia,1.1169556707415105
4,extid,0.3211194713055142
5,facebook,0.3211194713055142
6,https,0.3211194713055142
7,i3tzgemhomqmbcfw,0.3211194713055142
8,prensa,1.1169556707415105
9,quiroga,1.0570740517320008
10,tuto,1.0570740517320008
11,watch,0.3211194713055142
12,www,0.3211194713055142
