,text,value
0,adn,0.9820058723080611
1,bayá,2.5156858947216616
2,busca,1.9032268281247047
3,candidata,0.707052768490364
4,candidatura,0.6167395665258644
5,cruz,4.484636032376429
6,economía,1.5940845210393721
7,educación,1.5940845210393721
8,eleccionesbolivia2020,2.4288818375203
9,felicidades,1.2970752697480479
10,gracias,0.8302425411758936
11,lapatriaprimero,2.617299427211725
12,maria,3.488645439147981
13,mariadelacruzbaya,2.5495214500332675
14,maría,2.5156858947216616
15,mensaje,1.7451828418045519
16,mujer,2.0725074445107015
17,mujeres,1.7451828418045519
18,nacional,0.7071067811865476
19,pando,0.7467549140718786
20,patria,1.3063633549420912
21,país,0.7766250035779532
22,presenta,0.672391320900869
23,presidente,3.764618344671674
24,propuesta,0.672391320900869
25,salud,1.824979519516441
26,santa,0.7095649321712545
27,seguridad,0.7071067811865476
28,unidad,0.6883915253841206
29,única,2.0725074445107015
