,created_at,id,text
0,2020-10-13 22:04,1316137884286693377,"En las buenas y en las malas, siempre con nuestra #Bolivia y nuestra selección. Triste por el resultado. Argentina obtuvo un triunfo merecido."
1,2020-10-13 20:29,1316113738035007490,"Pase de Chuma al mejor delantero que ha vestido la verde y ...GOOOL de #Bolivia. ¡Así se puede!
BO-BO-BO, LI-LI-LI, VIA-VIA-VIA. Fuerza mi Bolivia."
2,2020-10-13 14:41,1316026290470699014,"En La Paz, #Bolivia, hace casi 50 años el mejor jugador del Siglo XX, Pelé, marcó un gol inolvidable. 
Hoy juega aquí #Messi, el mejor jugador del Siglo XXI. Privilegio recibirlo y será un orgullo derrotarlo. 
¡Fuerza #Bolivia! https://t.co/LoqyWmzuzd"
3,2020-10-13 00:35,1315813443262390272,"RT @tutoquiroga: Mi mensaje a #Bolivia en Facebook:
https://t.co/GUlDdWCD84"
4,2020-10-13 00:35,1315813422848790529,"RT @tutoquiroga: Mi mensaje a #Bolivia, camino a las elecciones del 18 de octubre:
https://t.co/U3Z4OpXhZU https://t.co/pSix9By5UC"
5,2020-10-11 20:00,1315381718380171265,"Mi mensaje a #Bolivia en Facebook:
https://t.co/GUlDdWCD84"
6,2020-10-11 19:58,1315381269044305920,"Vídeo de mi mensaje a #Bolivia, rumbo a las elecciones del 18 de octubre:
https://t.co/SICkvwVfUY"
7,2020-10-11 19:54,1315380186842574850,"Mi mensaje a #Bolivia, camino a las elecciones del 18 de octubre:
https://t.co/U3Z4OpXhZU https://t.co/pSix9By5UC"
8,2020-10-11 11:20,1315250853633306625,"Gracias a todos en El Alto y La Paz, por el cariño y el apoyo ayer en la caravana telaraña. Cómo dice nuestra canción icónica: ¡Viva mi Patria Bolivia! https://t.co/zRBKezWoB6"
9,2020-10-10 13:22,1314919332313542656,"Un día como hoy, recuperamos la democracia, después enfrentamos una profunda crisis económica. 38 años después, nuestro desafío es salvar la economía y reparar la democracia, después de 14 oscuros años autoritarios. La tarea será titánica, unidos ...lo haremos. https://t.co/Yda2VmzqHu"
10,2020-10-10 11:28,1314890446468980737,"Luis Arce anuncia que intentará repetir el fraude, del año pasado, de su jefe Evo; y en un acto inverosímil de gimnasia, se ""botará a patadas"" a sí mismo, volviendo a escapar a México, como lo hizo 6 de diciembre pasado. https://t.co/hOZEAWHRvP"
11,2020-10-09 16:20,1314601562027810817,"Vergüenza internacional que @lopezobrador_, quien denunciaba fraudes en #Mexico (país sin reeleción), hubiese cometido injerencia, para hacer fraude, buscando una tercera reeleción para el defensor de la coca en #Bolivia.
#CobardeMatoncito

https://t.co/xHoFt9TkS0"
12,2020-10-09 15:59,1314596361548050435,"Afuera el Che es mito. Para #Bolivia fue un invasor extranjero. Evo deshonró a nuestros militares, obligándolos a corear slogan cubano. 
Lucharemos hasta que #CUBALIBRE pase de ser un pedido etílico, a un clamor que nazca del alma, sacuda el corazón y reverbere en toda AmerLat. https://t.co/Wu5xriCUjm"
13,2020-10-09 02:36,1314394172955164674,"Evo Morales no será Presidente de #Bolivia nunca más, pero sigue dirigiendo cocaleros del Trópico-Cbba, con su lugarteniente Andro-Narquito. Ellos dos son responsables de las vidas de tres policías secuestrados. O los devuelven con vida e ilesos, o deberán pagar las consecuencias https://t.co/2vZinsMl5T"
14,2020-10-08 17:34,1314257849325883393,"Profunda entrevista con @CFValverde, agudo analista de nuestra realidad. Podemos discrepar, pero saludamos su consecuencia periodística y compromiso con la verdad a través de investigaciones documentadas. Aquí nuestra plática: 
https://t.co/YwmDy0jgJ9"
15,2020-10-08 13:37,1314198204645347329,"Mesa anuncia acuerdo, otra vez, con Evo Morales. Tu voto ""útil"" beneficiará al tirano prófugo, depravado y fraudulento.
Conmigo: Evo y su cuadrilla responderán ante la justicia boliviana e internacional; nada con Evo, todo por #Bolivia.

Carlos Mesa: rectifique o ratifique. https://t.co/uvseDnnSPs"
16,2020-10-08 13:12,1314192056181575680,"En Radio Panamericana conversamos sobre gran impulso que nos dieron los debates. Vamos a votar con ganas, con fuerza y convicción. Votemos por la única propuesta que salva la economía y la democracia de nuestra #Bolivia. 
#BatacazoTuto https://t.co/HTNsWEHRYA"
17,2020-10-08 11:40,1314168759872036864,"RT @tutoquiroga: .@LuchoXBolivia, el cajero del desfalco, despilfarró $us 50.000 millones del gas, quemó reservas del BCB y ahora se devela…"
18,2020-10-08 11:39,1314168661440188417,RT @tutoquiroga: Democracia es debate. Cumplí con #Bolivia mostrando propuestas y respuestas para salvar la economía y recuperar democracia…
19,2020-10-07 20:22,1313937662504570881,Entrando en vivo ahora con @CFValverde en Santa Cruz.
20,2020-10-07 20:17,1313936461473996800,"RT @noticiasfides: #ANF El candidato a la presidencia por Libre21, @tutoquiroga, se dirige a Eva Copa. ""Eva, es hora de escoger: tu futuro…"
21,2020-10-07 18:15,1313905780538605571,".@EvaCopa_Bol: ¿Por qué como líder joven, Alteña, sin denuncias personales, estás removiendo al Procurador que demuestra la corrupción de @LuchoXBolivia?
Eva, es hora de escoger: tu futuro o encubrir al cajero del desfalco. No te equivoques, si eres honesta, no protejas ladrones. https://t.co/RcTNBTX9g1"
22,2020-10-07 15:35,1313865432961515522,"El fraude electoral en #Bolivia fue orquestado con injerencia mexicana; Quintana y Arce se refugiaron en esa embajada. En diciembre @LuchoXBolivia escapó a #Mexico. Después del 18-Oct, el cajero cobarde y fraudulento, volverá a escapar.
https://t.co/D7dF9wq2c0"
23,2020-10-07 15:29,1313864102364819457,".@LuchoXBolivia, el cajero del desfalco, despilfarró $us 50.000 millones del gas, quemó reservas del BCB y ahora se devela que se apropió personalmente de recursos públicos, de los indígenas. 
@LaramaDavid ¿No te da vergüenza acompañar a este corrupto?
https://t.co/rLMoyH5eA1"
24,2020-10-07 13:28,1313833477293342721,"Democracia es debate. Cumplí con #Bolivia mostrando propuestas y respuestas para salvar la economía y recuperar democracia. Un triunvirato de candidatos se ausentó o titubeó, ahora pretenden buscar más debates, digan cuándo y dónde, pero ya no engañen ni jueguen con la gente. https://t.co/F9AHL0uTsC"
25,2020-10-07 12:20,1313816480736256000,"En @Opinion_Bolivia conversamos sobre debates presidenciales. Quedó claro que tenemos la única propuesta que salva la economia de la crisis, preserva empleos, asegura estabilidad y recupera democracia.
https://t.co/HJX0tWxH5I"
26,2020-10-07 02:47,1313672260557901824,...derecho HUMANO.... disculpas
27,2020-10-07 02:25,1313666684373397504,"En @LosTiemposBol explicamos como sentamos a Evo Morales en banquillo de acusados de la Corte de San José, de la OEA, porque la reelección no es derecho himano. Cómo también nuestro plan económico y democrático
https://t.co/MC8v0jS06y"
28,2020-10-07 02:12,1313663537231912960,"Analizamos los debates presidenciales del fin de semana con @JimenaAnteloT y @PepePomacusi en ""Fama, Poder y Ganas"". 
https://t.co/gdxcQdn6ta"
29,2020-10-06 21:44,1313596041678159874,"Después de años de trabajo, sentamos a Morales en @CorteIDH, por violar Constitución y desconocer #BoliviaDijoNO del #21F. Corte dictaminará que reeleción NO es ""derecho humano"" y Evo quedará inhabilitado de por vida. Tiranía nunca más, libertad siempre. Gracias @LuisAngelVasqu https://t.co/3G8sbSSXbZ"
30,2020-10-06 13:57,1313478418684674048,"RT @SoyWendyAndrea: Gracias, @tutoquiroga. El único que agradeció a los mandiles blancos en la lucha por la democracia. https://t.co/IPHrYH…"
31,2020-10-06 13:26,1313470702805229570,"Luis Arce y el MAS manipulan encuestas e hicieron fraude gigantesco. Ahora agreden a vocales electorales que investigan ese fraude, y que trabajan para evitar que se repita. Los fraudulentos, sus defensores y agitadores, deben estar detrás de rejas. https://t.co/KXjwWQhMcB"
32,2020-10-05 15:15,1313135807746764808,"Aquí mi intervención en Foro Presidencial del 3-Oct, dónde demostramos que Arce destruyó la economía en 14 años. Ahora él propone terminar de enterrarla mediante moratorias con organismos, cortando oxígeno financiero, e impuestazos en plena crisis. 
https://t.co/iQrfibUaOb"
33,2020-10-05 13:39,1313111659280564228,"Hoy estaremos en estos medios:
✓ 10:15 en Radio Marítima con @BellsCecilia
✓ 11:30 en ""Fama, Poder y Ganas"" con @JimenaAnteloT
y @PepePomacusi 
✓ 21:00 en TVU con @XimenaGalarza 
✓ 23:00 en ""Hora 23"" por @redbolivision https://t.co/M4nvlwzK2c"
34,2020-10-05 13:26,1313108359437078528,"Mi hija Vanessa, la ingeniera @vquiroga12, junto a mi primera nieta, quien llegará a nuestras vidas en Febrero 2021. La felicidad tiene nombre: Sofía Elena. https://t.co/STny3Ztvu7"
35,2020-10-05 12:51,1313099503935856642,"El títere del tirano prófugo admite lo que el mundo, Evo y #Bolivia saben: el MAS es un partido fraudulento. 
La prueba de ese fraude es la candidatura de @LuchoXBolivia . https://t.co/jDaaXJOOJC"
36,2020-10-04 12:59,1312739125590740992,"Luis Arce miente y derrocha, mientras nos roban. Anoche negó haber dicho que dejó economía ""blindada"", mintió. Sí gastó $us 1 millón, de nuestro dinero, para sus vidrios ""blindados"", derrochó. Regaló anticipo de $us 3 millones sin boleta para la gestora, nos robaron. https://t.co/9WqaxdTu0F"
37,2020-10-03 18:49,1312464824639451136,"Hoy a las 19:30 estaremos en Debate Presidencial, explicando la única propuesta, la nuestra, que salva la economía y recupera la democracia de #Bolivia. https://t.co/LMRrj6X8BB"
38,2020-10-03 02:44,1312221860965343235,"RT @rosemar98716856: .#Proteccion 
.#Niños y
.#Mujeres 
.#TutoPresidente https://t.co/PMRcVoZFnu"
39,2020-10-03 00:37,1312190032690606080,.@LuchoXBolivia ya no tienes excusa. Cumple con la democracia asistiendo el 4-Oct al debate Presidencial en La Paz. https://t.co/keMuXTqWDQ
40,2020-10-02 19:28,1312112315743924226,"RT @noticiasfides: #ANF El candidato presidencial por Libre 21, @tutoquiroga pidió a la Red Uno, reprogramar la entrevista con el candidato…"
41,2020-10-02 16:25,1312066112553725955,"Pedimos a @RedUnoBolivia que reprograme esta entrevista con Arce, para que él no los use de excusa para sabotear debate. Más aún, esta RED puede transmitir debate este domingo 4-Oct.
Después de casi 20 años de silencio, #Bolivia quiere debates. @RedUnoBolivia: ayude a democracia. https://t.co/gjfUBVszxX"
42,2020-10-02 15:59,1312059530830905353,"El chantaje Masista vuelve, anunciado ahora por el cajero de la corrupción. @LuchoXBolivia: o nos robamos elecciones con fraude, o hacemos golpe con narco-cocaleros del Chapare. Confiesan manipulación de varias encuestas, con las que dicen que MAS ya ganó sin que nadie vote. https://t.co/yXAkSsW7RW"
43,2020-10-01 21:40,1311783144555712513,"RT @tutoquiroga: Aquí mi intervención completa ante @CorteIDH, que hoy escuchó que en #Bolivia Evo violó Constitución, desconoció dos refer…"
44,2020-10-01 12:47,1311648973812310023,"Después de 15 años de esconderse, parece que el MAS, con @LuchoXBolivia, participará en debates este 3-Oct (SRZ) y 4-Oct (LP). Sería un avance democrático, ojalá Arce no emule a Evo, no se asuste, ni se escape. #Bolivia necesita saber quién puede salvar la crisis económica. https://t.co/92DXUosWnO"
45,2020-10-01 12:19,1311641825661386754,El Diario - Tuto Quiroga: “Ser tirano jamás será un derecho humano” https://t.co/Fm7mts3I1o
46,2020-10-01 11:40,1311632149083291649,"RT @tutoquiroga: Hoy en @CorteIDH:
Democracia está amenazada por reelección indefinida:populismo efímero daña, continuismo eterno aniquila…"
47,2020-10-01 02:08,1311488026737102849,RT @LosTiemposBol: .@tutoquiroga ante la @CorteIDH: “La reelección indefinida destruye democracia”: https://t.co/Aty3dg0suN https://t.co/dU…
48,2020-09-30 23:09,1311442973876465664,"Aquí mi intervención completa ante @CorteIDH, que hoy escuchó que en #Bolivia Evo violó Constitución, desconoció dos referéndums y mintió tres veces. Ser un depravado tirano NO es un derecho humano amparado por la Convención Interamericana.
https://t.co/nHWkLvrxH7"
49,2020-09-30 19:37,1311389621411082241,RT @pagina_siete: Tuto: La Convención debe proteger a los ciudadanos y no ser instrumento de un tirano https://t.co/VszSCQpMM4 https://t.co…
50,2020-09-30 19:29,1311387779977408513,RT @grupoeldeber: El expresidente intervino en las sesiones que analizan la opinión consultiva solicitada por Colombia. Un fallo judicial p…
51,2020-09-30 16:15,1311338877400035328,"Hoy en @CorteIDH:
Democracia está amenazada por reelección indefinida:populismo efímero daña, continuismo eterno aniquila; autoritarismo pasajero es malo, despotismo permanente es autocracia. 
Reeleción indefinida destruye democracia. 
Mi intervención: https://t.co/u70It0OktK https://t.co/uWQNN5PV5P"
52,2020-09-30 13:11,1311292601644077056,"RT @tutoquiroga: Miércoles 30-septiembre, a partir de las 11:40 am, estaremos interviniendo en la @CorteIDH, después estará el expresidente…"
53,2020-09-30 11:47,1311271535152431107,"Triste partida de un gran periodista. Marcos luchó como gladiador por la vida, Dios se lo llevó. Mi solidaridad para toda su familia, para sus colegas periodistas y amigos de @RedUnoBolivia https://t.co/L1SwrMdn9i"
54,2020-09-30 01:56,1311122764951179265,"Miércoles 30-septiembre, a partir de las 11:40 am, estaremos interviniendo en la @CorteIDH, después estará el expresidente @AndresPastrana_, cuya ayuda hizo posible esta sesión. La reeleción indefinida NO es un derecho humano. 
Pueden seguir sesión en FBook o Youtube. https://t.co/Y5LxHKGNOE"
55,2020-09-29 18:37,1311012342658932738,"La Comisión Interamericana, bajo Abrão y Eguiguren, guardó silencio cómplice sobre Re-Re-Reeleción de @evoespueblo. Ayer, @CIDH finalmente tomó posición.
Con perseverancia, la justicia internacional defiende hoy el 21F. Después, Evo deberá responder por depravado y corrupto. https://t.co/b2MH9FLcGf"
56,2020-09-28 22:28,1310707940693872641,"RT @tutoquiroga: Mandela dijo: “Todo parece imposible hasta que se lo hace”.
2019, en 3 semanas, expulsamos al tirano fraudulento. 
Estas p…"
57,2020-09-28 21:16,1310689830427406339,"RT @CIDH: La #CIDH afirmó que reelección presidencial indefinida:
1) socava los sistemas de vigilancia y las bases de la democracia
 2)Pued…"
58,2020-09-28 20:04,1310671763953647619,"Con la economía de #Bolivia al borde del colapso, por el desfalco del MAS y la pandemia recesiva, el gabinete de transición se desmorona. La Presidenta debe sincerar información económica, preparar cambio de mando ordenado y evitar daños económicos."
59,2020-09-28 19:23,1310661395231498241,RT @gerardodeicaza: Parte de mi intervención hoy en audiencia ante la @CorteIDH sobre reelección indefinida “A través de las Misiones de Ob…
60,2020-09-28 18:42,1310651129190113282,RT @Almagro_OEA2015: La reelección presidencial no es un derecho humano.
61,2020-09-28 14:41,1310590535397183489,"Aquí pueden seguir, del 28-30 septiembre, las audiencias de @CorteIDH para tratar si reeleción indefinida es un ""derecho humano"", como lo sostuvo @evoespueblo para hacer fraude e intentar robarse un cuarto mandato.

https://t.co/GWesXQoBTn

https://t.co/4ijoSFKvxC"
