,created_at,id,text
0,2020-10-13 12:27,1315992448871682052,"Los logieros de siempre, son los que evade la constitución (CPE). 
Y defienden con sus  demagogias  dominantes para perpetuarse en el poder ,Y el pueblo sigue dominados e utilizados. 
 En 18 de octubre.  
Con tus votos será el fin de ellos. 
Voto consciente  FPV. 
Con Chi Puede."
1,2020-10-08 18:02,1314264879088513024,"Hablar de la Biblia no es para ocultarlo, ni avergonzarse; practicar la Biblia es ""devoción"".  
Invito a debatir sobre el gobierno de Dios y del gobierno moral de Dios a @LuisFerCamachoV caso contrario pido que no blasfeme su nombre, tu candidatura no es igual a Dios."
2,2020-10-08 17:39,1314259189859049473,"Aún @carlosdmesag no me respondió ¿Qué hará para la seguridad de los niños intrauterinos ? 
Exijo su explicación."
3,2020-10-08 17:36,1314258446536110081,"Defender a la mujer es lo mismo que defender a las niñas intrauterinas.
No al aborto que promueve el MAS y  @carlosdmesag
#Bolivia es pro vida
#ProVida 
#profamilia"
4,2020-10-01 19:12,1311745914306998274,"Defender la patria es deber de  todos los Bolivianos. Yo decidí  defender a Bolivia antes que a los narcologieros, antes que a los golpistas que generaron discriminación y odio. Y ahora toca a los Bolivianos defender en las urnas."
5,2020-09-20 04:19,1307534891861585926,"Litio,automóviles,puerto seco,saneamiento ambiental para el turismo. Todo es posible si parten del buen diagnostico,y no con los forrajes, lo que ya es parte de la corrupción y sus logias de los gobiernos que viene desde la época de Goni. https://t.co/W8VfIcei68"
