,created_at,original,translated
0,2020-09-21,"https://www.facebook.com/watch/?v=1569619213216195&extid=I3tZGEMHomQmBcFW
Nuestro candidato "" TUTO QUIROGA """,
1,2020-10-08,CONFERENCIA DE PRENSA TUTO QUIROGA,
2,2020-10-08,"CONFERENCIA DE PRENSA TUTO QUIROGA
",
