,created_at,original,translated
89,2020-09-25 22:06,"Los candidatos de la gente para construir una Bolivia mejor: Saúl Lara, candidato a Diputado Plurinominal por Cochabamba.

#PrimeroLaGente #MesaPresidente https://t.co/YyeUpBl1Ru",
90,2020-09-25 21:43,"RT @carlosdmesag: En @ComunidadCBo tenemos un plan de 4 puntos contra la pandemia: 
✅ Más personal médico 
✅ Equipamiento 
✅ Pruebas gratui…",
91,2020-09-25 19:05,"Los candidatos de la gente para construir una Bolivia mejor: Magaly Zabala, candidata a Diputada Uninominal por la Circunscripción N° 63 - Pando.

#PrimeroLaGente #MesaPresidente https://t.co/ytGB9BeoIs",
92,2020-09-25 02:34,RT @carlosdmesag: Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente https://t.…,
93,2020-09-25 02:33,"Los candidatos de la gente para construir una Bolivia mejor: @JairoGuiteras, candidato a Diputado Plurinominal por Santa Cruz.

#PrimeroLaGente #MesaPresidente https://t.co/hm3gM6Op7s",
94,2020-09-24 20:51,"Los candidatos de la gente para construir una Bolivia mejor: Coraima Salvatierra, candidata a Diputada por la Circunscripción Uninominal N° 27 - Cochabamba.

#PrimeroLaGente #MesaPresidente https://t.co/DCf6vYkei4",
95,2020-09-24 17:56,"Los candidatos de la gente para construir una Bolivia mejor: Ivanoe Herrera, candidato a Diputado por la Circunscripción Uninominal N° 62 - Pando.

#PrimeroLaGente #MesaPresidente https://t.co/nG4Uw8zrL2",
96,2020-09-24 14:57,"Los candidatos de la gente para construir una Bolivia mejor: María Elena Ortega y Adrian Vega Gandarillas, candidatos a Diputados Plurinominales por Tarija.

#PrimeroLaGente #MesaPresidente https://t.co/xmnSB1u7tL",
97,2020-09-24 13:41,"RT @carlosdmesag: ¡Felicidades Pando! Mi compromiso con ustedes es el de un futuro mejor, mucho mucho mejor. https://t.co/cxhWj66drf",
98,2020-09-24 13:17,RT @GpedrazaM: Hoy más que nunca tenemos motivos suficientes para celebrar los 210 años de independencia de nuestra tierra oriental. Hoy no…,
99,2020-09-24 13:17,"Los candidatos de la gente para construir una Bolivia mejor: José Luis Campos, candidato a Diputado por la Circunscripción Especial - La Paz.

#PrimeroLaGente #MesaPresidente https://t.co/T75ZvoHuJu",
100,2020-09-24 13:16,"RT @carlosdmesag: El espíritu cruceño sigue creativo, positivo, con la sonrisa puesta y con la decisión de transformar Bolivia. 

¡Felicida…",
101,2020-09-23 17:51,"RT @carlosdmesag: Para ganarle al #coronavirus necesitamos más personal médico, equipamiento y pruebas gratuitas. #PrimeroLaGente https://t…",
102,2020-09-23 17:33,"Los candidatos de la gente para construir una Bolivia mejor: Cecilia Moyoviri, candidata a Senadora por Beni.

#PrimeroLaGente #MesaPresidente https://t.co/27ahznS9DC",
103,2020-09-23 16:09,"RT @carlosdmesag: Nosotros pondremos a la gente primero y no toleraremos la corrupción, por eso: 1) haremos público cada boliviano gastado…",
104,2020-09-23 16:09,"Los candidatos de la gente para construir una Bolivia mejor: @LolaTerrazas3, candidata a Senadora por Santa Cruz.

#PrimeroLaGente #MesaPresidente https://t.co/U73yECguyq",
105,2020-09-23 15:39,"Los candidatos de la gente para construir una Bolivia mejor: Enrique Urquidi y Lucia Condori, candidatos a Diputados Plurinominales por Oruro.

#PrimeroLaGente #MesaPresidente https://t.co/XzZyeQYnKK",
106,2020-09-23 13:31,"Los candidatos de la gente para construir una Bolivia mejor: Marco Antonio  Paniagua, candidato a Representante Supraestatal por Santa Cruz.

#PrimeroLaGente #MesaPresidente https://t.co/50zoY5djyf",
107,2020-09-22 16:20,"Los candidatos de la gente para construir una Bolivia mejor: @CeciRequena y Porfirio Menacho, candidatos a Senadores por La Paz.

#PrimeroLaGente #MesaPresidente https://t.co/oYsu3Dz86X",
108,2020-09-22 13:19,"Los candidatos de la gente para construir una Bolivia mejor: Pedro Lagrava, candidato a Senador por Potosí.

#PrimeroLaGente #MesaPresidente https://t.co/hORCigfOlF",
109,2020-09-21 23:14,"Los candidatos de la gente para construir una Bolivia mejor: Corina Ferreira Dominguez, Candidata a Senadora por Pando.

#PrimeroLaGente #MesaPresidente https://t.co/Qo2BEgIcfC",
110,2020-09-21 20:15,"Los candidatos de la gente para construir una Bolivia mejor: Orlando Valdez, Candidato a Diputado Plurinominal por Oruro.

#PrimeroLaGente #MesaPresidente https://t.co/cHrTymkwCc",
111,2020-09-21 18:52,"Los candidatos de la gente para construir una Bolivia mejor: Solimar Veizaga, Candidata a Diputada Plurinominal por Santa Cruz.

#PrimeroLaGente #MesaPresidente https://t.co/nZxIE89wiS",
112,2020-09-21 16:04,"Los candidatos de la gente para construir una Bolivia mejor: César Virguetti, Candidato por la Circunscripción Uninominal N° 20 - Cochabamba.

#PrimeroLaGente #MesaPresidente https://t.co/uMt68FG1AL",
113,2020-09-21 13:10,"Los candidatos de la gente para contruir una Bolivia mejor: @CeciliaVargasV, Candidata a Senadora por La Paz.

#PrimeroLaGente #MesaPresidente https://t.co/A9cDGlTqk6",
114,2020-09-21 03:11,RT @carlosdmesag: Acompáñame por #FacebookLive 👉 https://t.co/NIRT0zbOuI  #PrimeroLaGente https://t.co/BfFjIXLyy8,
115,2020-09-20 22:08,"RT @carlosdmesag: Acompáñame esta noche por @unitelbolivia, 22:00 horas. 

#PrimeroLaGente 👍 https://t.co/r9hiToVk6b",
116,2020-09-19 22:14,"RT @carlosdmesag: Reitero mi admiración y respeto profundo a la noble y valerosa ciudad de Oruro y a sus habitantes, a los que Bolivia les…",
117,2020-09-18 23:25,"RT @EnPortadaBo: #Elecciones2020
Esta noche #EnPortada nos acompañará el candidato a presidente por @ComunidadCBo, @carlosdmesag  
Mira la…",
118,2020-09-18 17:55,"RT @carlosdmesag: Bolivia sufre hoy tres crisis: salud, desempleo y corrupción. En Comunidad Ciudadana pondremos a la gente primero. 

¡Con…",
