,created_at,original,translated
145,2020-09-22 13:24,"RT @LuchoXBolivia: Soy #LuchoArce, candidato a presidente de #Bolivia por el MAS-IPSP, economista boliviano, docente, orgulloso de mis raíc…",
146,2020-09-22 13:24,"RT @evoespueblo: La derecha golpista trabaja a contrareloj para privatizar el proyecto siderúrgico del Mutún, el litio de Uyuni y Viru Viru…",
147,2020-09-22 13:24,"RT @AndronicoRod: La derecha usa la violencia porque tiene miedo, el MAS va creciendo cada día y el 18 de octubre de la mano del pueblo rec…",
148,2020-09-22 03:39,RT @LuchoXBolivia: Conmemoramos el Día del Médico en #Bolivia rindiendo homenaje a todos los profesionales de la medicina que entregaron su…,
149,2020-09-21 22:24,"El martes (22/9) 10am el Facebook del Parlasur transmitirá una audiencia pública por las garantías electorales en Bolivia de la que participarán el TSE, las bancadas principales de la Asamblea Plurinacional de Bolivia y la Defensoría del Pueblo de Bolivia.
https://t.co/PaYWCOhATx",
150,2020-09-21 20:11,"El Movimiento al Socialismo presentó su Plan de Acción «Vamos a salir adelante», propuestas para las juventudes, en el cual la generación de empleo y el acceso a becas estudiantiles serán consideradas centrales para el futuro de Bolivia. Texto completo:
https://t.co/SXhV8puEY8",
151,2020-09-21 16:12,"RT @LuchoXBolivia: ¡Los jóvenes son la reserva moral de #Bolivia!
Es tiempo que la juventud participe y cumpla su rol histórico en la recup…",
152,2020-09-21 16:12,"RT @LuchoXBolivia: ¡Gracias juventud!
Muchas gracias mis hermanas y hermanos jóvenes. En sus manos está devolver a #Bolivia la estabilidad…",
153,2020-09-21 16:12,RT @evoespueblo: La primavera trae una oportunidad de cambio y esperanza para las y los jóvenes estudiantes a quienes saludo en este Día co…,
154,2020-09-21 16:12,"RT @LaramaDavid: Los jóvenes son la fuerza que impulsa nuestro Proceso, necesitamos jóvenes con conciencia, jóvenes que sean ejemplo, jóven…",
155,2020-09-21 13:55,"RT @LuchoXBolivia: El 18 de octubre nuestra juventud tiene una gran responsabilidad. Tu voto definirá el futuro de nuestra Patria.

#VamosA…",
156,2020-09-21 13:55,"RT @evoespueblo: Los jóvenes de El Alto podrán estudiar gastronomía, topografía y geodesia en el flamante Instituto Tecnológico El Alto Nor…",
157,2020-09-21 13:55,RT @LuchoXBolivia: Desayunamos con @LaramaDavid y nuestros compañeros lustrabotas de la ciudad de #ElAlto. Desde temprano trabajan en las c…,
158,2020-09-21 12:07,"“Planteamos un país tranquilo, con estabilidad, sin perseguidos políticos, sin corrupción, un país de integración y de unidad”  afirmó el candidato del MAS a primer senador por Cochabamba, Leonardo Loza, quien reemplaza a @evoespueblo en esa postulación.

https://t.co/3vRGhtzMHw",
159,2020-09-20 23:46,"RT @LuchoXBolivia: ¡Ya estamos conversando con jóvenes! 
#ConversandoConLucho20 
En vivo, aquí: https://t.co/NGN6xJ7OzT https://t.co/ADefXo…",
160,2020-09-20 23:45,"AHORA @LuchoXBolivia y @AndronicoRod conversan con jóvenes!
#ConversandoConLucho20 
En vivo: https://t.co/NE4vfy3IA5 https://t.co/KpZDN9I69l",
161,2020-09-20 19:33,"RT @LuchoXBolivia: [HILO] Antes de la pandemia, el gobierno de facto destruyó nuestra economía regresando al modelo neoliberal. Provocaron…",
162,2020-09-20 16:24,"El candidato presidencial del MAS @LuchoXBolivia repudió las agresiones y la violencia ejercida en contra de militantes de ese partido en Cochabamba, donde, al igual que en otros departamentos, se llevaron adelante movilizaciones a favor del binomio azul.

https://t.co/u9ZTiAVYNW",
163,2020-09-20 15:42,"RT @LuchoXBolivia: AHORA en entrevista con medios comunitarios de Los Yungas, contando nuestro plan de acción para sacar a Bolivia de la cr…",
164,2020-09-20 15:42,RT @LuchoXBolivia: Estamos en entrevista con medios comunitarios de Los Yungas. Respondemos a todas sus preguntas y explicamos nuestro plan…,
165,2020-09-20 15:23,RT @LuchoXBolivia: Nos encontramos reunidos desde temprano con jóvenes representantes de la Confederación de Estudiantes en Formación de Ma…,
166,2020-09-20 15:23,RT @PatriciaArceGu2: Una jornada lleno de compromiso con la unidad rumbo a la victoria del 18 de octubre vivimos en el Municpio de #Quillac…,
167,2020-09-20 15:23,"RT @LaramaDavid: Muy contento de reunirnos con los hermanos folkloristas de la ciudad de #LaPaz.

Es importante generar políticas culturale…",
168,2020-09-20 15:23,"RT @LuchoXBolivia: La publicación de la Ley del ""Bono contra Hambre"" en la Gaceta obliga a pagar el beneficio a las familias bolivianas. No…",
169,2020-09-20 15:23,RT @evoespueblo: Con la fuerza de la juventud y la ternura de nuestras abuelitas y abuelitos seguimos avanzando hacia la victoria del 18 de…,
170,2020-09-20 15:23,"RT @LuchoXBolivia: En nuestro gobierno priorizaremos e impulsaremos todas aquellas industrias que sustituyan las importaciones, dinamicen e…",
171,2020-09-19 21:23,RT @LuchoXBolivia: Repudiamos los ataques violentos que hoy sufrió nuestra militancia en la ciudad de #Cochabamba. Exigimos respeto a nuest…,
172,2020-09-19 14:29,"Restando un mes para las elecciones en Bolivia, el analista Guillaume Long del CEPR (ubicado en Washington-Estados Unidos) aseguró en una entrevista que “la OEA manipuló información y escondió sus propios hallazgos” sobre las elecciones de octubre de 2019.
https://t.co/Zt2BxCmHHH",
173,2020-09-19 00:28,RT @LuchoXBolivia: Hoy #Bolivia necesita un nuevo despegue económico. ¡Estoy listo para lograrlo una vez más! #VamosASalirAdelante https://…,
174,2020-09-18 14:00,"En el país existen más incendios forestales que el año pasado y, de acuerdo con una evaluación realizada por la Fundación Solón, “si la tendencia continúa, vamos a una pandemia del fuego” que agravará la crisis económica y hará difícil sofocar los fuegos.

https://t.co/0NIhApSEsO",
