,text,value
0,bastadecorrupción,5.758265898238109
1,bolivia,12.690966741952103
2,candidata,5.624499992469364
3,candidato,5.82702180144483
4,candidatos,11.46000427071616
5,carlos,15.53859597834972
6,com,5.2299331075896935
7,construir,10.497298191070945
8,corrupción,4.6950674360867
9,cruz,5.203078866109035
10,diputado,4.390296432000339
11,entrevista,15.706280987858278
12,envivo,14.905410719021475
13,evo,4.264316893014475
14,facebook,4.970848165254737
15,fraude,4.5875720983430925
16,gente,11.55066707740976
17,gisbert,13.53256935008738
18,gustavo,8.863465279371518
19,https,6.107477108322525
20,merida,8.737300984246993
21,mesa,15.618427475836315
22,mesapresidente,18.712543167669562
23,morales,4.653817697688162
24,pedraza,8.805111294977792
25,plurinominal,4.962752510048929
26,primerolagente,18.85983669177366
27,radio,4.577273695542155
28,santa,5.383185955389202
29,www,4.648183740128285
