,created_at,polarity,text
0,2020-09-21,1.125,"Creemos en un mejor sistema de salud, en mejores condiciones para los médicos, en cambios reales. 
Gracias la sector salud de Santa Cruz por brindarnos su apoyo y proclamar a nuestro candidato Luis Fernando Camacho como su futuro presidente. 
¡Cada día somos más los que creemos!"
1,2020-09-22,0.0,"La Jefatura Departamental de Campaña de Creemos en Santa Cruz realizó la entrega de materiales a los candidatos uninominales. Creemos es un equipo comprometido con Bolivia. ¡Seguimos avanzando!
#CreoEnVos
#TuVozAlPoder"
2,2020-09-23,-0.1,"#EnVivo Suscripción de acuerdo de la Federación del Transporte de Carga Pesada Internacional de Santa Cruz con la Alianza Creemos.
#CreoEnVos
#TuVozAlPoder"
3,2020-09-24,0.9,"¡Felices 210 años al motor de Bolivia, felices 210 años Santa Cruz! 
#SantaCruzCree #CreemosBolivia"
4,2020-09-24,0.0,"¡El corazón de la amazonía boliviana está de fiesta! ¡Felicidades Pando! 
#PandoCree #CreemosBolivia"
5,2020-10-05,0.0,A LA OPINIÓN PÚBLICA
6,2020-10-13,0.5,"Información a tu alcance
Creemos informa es la línea gratuita donde se puede obtener toda la información referente al tema electoral. 
Atención de Lunes a Domingo
Horario: 8:00 hrs a 17:00 hrs
Despeja tus dudas al : 800102700"
7,2020-10-14,0.0,"#EnVivo Conferencia de prensa informando sobre cierre de campaña y presentación de plataforma de Control Electoral.
#CreoEnVos
#TuVozAlPoder"
